clean_tokens
"['xiaomi', 'rilis', 'mijia', 'smart', 'audio', 'glasses', 'kacamata', 'pintar', 'ramping']"
"['saham', 'apple', 'amazon', 'nvidia', 'melonjak', 'serentak', 'magnificent', 'panen', 'triliun']"
"['modus', 'pencabulan', 'berkedok', 'pengobatan', 'bekasi', 'klaim', 'sembuhkan', 'penyakit']"
"['dikritik', 'kuasa', 'hukum', 'hasto', 'jaksa', 'sebut', 'kesaksian', 'penyelidik', 'relevan', 'meski', 'tak', 'lihat', 'langsung']"
"['youtube', 'shorts', 'tambah', 'fitur', 'editing', 'video', 'saingi', 'tiktok']"
"['bolehkah', 'penderita', 'penyakit', 'ginjal', 'banyak', 'minum', 'air', 'penjelasannya']"
"['jan', 'hwa', 'diana', 'laporkan', 'pemkot', 'surabaya', 'dinilai', 'diskriminatif', 'kata', 'ombudsman', 'tindaklanjuti']"
"['gaji', 'juta', 'berapa', 'harga', 'rumah', 'dibeli', 'jabodetabek']"
"['daftar', 'harga', 'murah', 'mei', 'mulai', 'jutaan']"
"['penyebab', 'penyakit', 'gagal', 'ginjal', 'diwaspadai']"
"['benarkah', 'kecelakaan', 'harina', 'semarang', 'akibat', 'palang', 'pintu', 'rel', 'telat', 'ditutup']"
"['vasektomi', 'menyebabkan', 'impoten', 'pria', 'penjelasan', 'dokter']"
"['mesin', 'awet', 'begini', 'cara', 'memilih', 'oli', 'sesuai', 'spesifikasi', 'mobil']"
"['pertamina', 'hulu', 'energi', 'terbitkan', 'obligasi', 'global', 'miliar', 'dollar']"
"['rekening', 'dormant', 'menerima', 'transferan', 'tak', 'dikenal', 'waspadai', 'sindikat', 'judol']"
"['cara', 'membuat', 'krim', 'vanila', 'pakai', 'telur', 'hindari', 'kesalahan', 'peserta', 'masterchef', 'indonesia']"
"['demo', 'ojol', 'hari', 'rekayasa', 'lalu', 'lintas', 'bersifat', 'situasional']"
"['bolehkah', 'mencuci', 'karpet', 'mesin', 'cuci']"
"['jadwal', 'pendaftaran', 'penukaran', 'uang', 'baru', 'bank', 'indonesia', 'maret']"
"['polisi', 'tangkap', 'pelaku', 'pungutan', 'liar', 'bekasi']"
"['apa', 'inti', 'atom', 'struktur', 'isi', 'sejarah', 'penemuannya']"
"['dorong', 'rantai', 'pasok', 'berkelanjutan', 'yayasan', 'astra', 'tingkatkan', 'kapasitas', 'ikm', 'nasional']"
"['minta', 'reklamasi', 'dihentikan', 'nelayan', 'lebih', 'baik', 'mati', 'berdarah', 'kelaparan']"
"['bandoeng', 'kota', 'bandung', 'jadi', 'magnet', 'pelari', 'nasional', 'internasional']"
"['ulah', 'meresahkan', 'debt', 'collector', 'akhir', 'akhir', 'banting', 'karyawan', 'tendang', 'pintu', 'rumah']"
"['depok', 'pekan', 'kedua', 'antusias', 'warga', 'padati', 'jalan', 'arif', 'rahman', 'hakim']"
"['tanggapi', 'pernyataan', 'cella', 'kotak', 'posan', 'tobing', 'hoax']"
"['live', 'inter', 'barcelona', 'barca', 'remontada', 'berkat', 'raphinha']"
"['jangan', 'abai', 'red', 'flag', 'pernikahan', 'berujung', 'perceraian']"
"['hewan', 'tertawa']"
"['populer', 'properti', 'baru', 'buatan', 'tanah', 'air', 'diuji', 'sejauh', 'kilometer']"
"['viral', 'patung', 'rajawali', 'juta', 'indramayu', 'sosok', 'pembuatnya']"
"['rilis', 'priceless', 'maroon', 'senang', 'kolaborasi', 'lisa', 'blackpink']"
"['modal', 'peralatan', 'dibutuhkan', 'membuka', 'usaha', 'kaos', 'sablon']"
"['dekoruma', 'buka', 'gerai', 'penyangga', 'ikn']"
"['ghazali', 'menikah', 'maia', 'estianty', 'jangan', 'sakiti', 'hati', 'perempuan']"
"['skor', 'man', 'united', 'athletic', 'club', 'final', 'amorim', 'tertekan']"
"['indonesia', 'vaksin', 'bill', 'gates', 'diuji', 'coba', 'negara']"
"['dulu', 'luna', 'maya', 'sering', 'ditanya', 'kapan', 'nikah', 'raffi', 'ahmad', 'meskipun', 'ketawa', 'gue', 'tahu', 'gimana', 'hatinya']"
"['tahapan', 'makeup', 'pemula', 'wajah', 'terlihat', 'flawless']"
"['thom', 'haye', 'antusias', 'sambut', 'laga', 'indonesia', 'malaysia']"
"['curang', 'utbk', 'peserta', 'ditolak', 'masuk', 'semua', 'jalur']"
"['lahan', 'gratis', 'buat', 'kedubes', 'ikn', 'basuki', 'tekankan', 'prinsip', 'resiprokal']"
"['blacklist', 'peserta', 'curang', 'utbk', 'semua', 'jalur', 'termasuk', 'mandiri']"
"['tempat', 'melihat', 'aurora', 'borealis', 'bikin', 'langit', 'berwarna', 'hijau']"
"['palak', 'pedagang', 'bogor', 'hari', 'preman', 'ditangkap', 'polisi']"
"['resep', 'bumbu', 'sate', 'ayam', 'dibakar', 'aromanya', 'keluar', 'maksimal']"
"['memberi', 'makan', 'kucing', 'liar', 'jenis', 'makanan', 'dibutuhkan']"
"['rekayasa', 'lalu', 'lintas', 'diterapkan', 'selama', 'perbaikan', 'jalur', 'parung', 'panjang']"
"['jadwal', 'jogja', 'solo', 'besok', 'jam', 'berapa', 'kereta', 'paling', 'pagi']"
"['prabowo', 'tiba', 'brunei', 'darussalam', 'bakal', 'bertemu', 'sultan', 'hassanal', 'bolkiah']"
"['berapa', 'jumlah', 'video', 'youtube', 'sejak', 'tahun', 'lalu', 'hingga', 'sekarang']"
"['cara', 'meditasi', 'tidur', 'lebih', 'nyenyak']"
"['cara', 'bikin', 'poster', 'idul', 'fitri', 'menarik', 'via', 'meta', 'whatsapp', 'mudah']"
"['raffi', 'ahmad', 'menangis', 'haru', 'pernikahan', 'luna', 'maya', 'maxime', 'bouttier']"
"['minuman', 'bantu', 'redakan', 'batuk', 'kering', 'teh', 'jahe']"
"['rumah', 'bantuan', 'psu', 'dananya', 'miliar']"
"['tingkatkan', 'inovasi', 'wirausaha', 'muda', 'program', 'lanjutan', 'entredev', 'digelar']"
"['rahasia', 'balik', 'warna', 'oranye', 'bulu', 'kucing']"
"['hendak', 'akhiri', 'perang', 'zelensky', 'bertemu', 'putin']"
"['ras', 'kucing', 'kecil', 'unik', 'menggemaskan']"
"['cara', 'mudah', 'membuat', 'bisnis', 'lebih', 'ramah', 'lingkungan']"
"['garuda', 'calling', 'daftar', 'pemain', 'timnas', 'indonesia', 'laga', 'lawan', 'china', 'jepang']"
"['pakai', 'desain', 'minimalis', 'website', 'bisnis', 'keuntungannya']"
"['akhirnya', 'pembangunan', 'landasan', 'pacu', 'meter', 'bandara', 'ikn', 'rampung']"
"['bandara', 'ahmad', 'yani', 'jadi', 'internasional', 'peluang', 'wisata', 'jateng', 'mendunia']"
"['serunya', 'liburan', 'lost', 'world', 'castle', 'sewa', 'hanbok', 'korea']"
"['golongan', 'manusia', 'dilihat', 'nabi', 'muhammad', 'isra', 'miraj']"
"['unggahan', 'terakhir', 'valeria', 'marquez', 'tewas', 'ditembak', 'live', 'tiktok']"
"['unair', 'buka', 'jalur', 'mandiri', 'khusus', 'siswa', 'gagal', 'cek', 'syarat', 'ukt']"
"['poin', 'hasil', 'kunjungan', 'prabowo', 'thailand', 'perangi', 'tppo', 'hingga', 'antisipasi', 'pandemi', 'baru']"
"['hut', 'tmii', 'tebar', 'diskon', 'tiket', 'masuk', 'persen']"
"['dedi', 'mulyadi', 'rencanakan', 'vasektomi', 'jadi', 'syarat', 'penerima', 'bansos', 'jabar', 'berapa', 'biayanya']"
"['setia', 'jalur', 'tradisi', 'perajin', 'kuda', 'lumping', 'asal', 'semarang', 'bertahan', 'tengah', 'modernisasi']"
"['xpander', 'xpander', 'cross', 'baru', 'segini', 'harga', 'bekasnya', 'pasaran']"
"['profil', 'kosmos', 'berpotensi', 'jatuh', 'indonesia', 'minggu', 'kecepatannya', 'setara', 'meteor']"
"['bisakah', 'seorang', 'penyanyi', 'memecahkan', 'gelas']"
"['taiwan', 'tawarkan', 'investasi', 'infrastruktur', 'teknologi', 'ikn']"
"['kemendikti', 'minta', 'mahasiswa', 'itb', 'pengunggah', 'meme', 'presiden', 'dibina']"
"['ketahui', 'tanda', 'seseorang', 'butuh', 'konsultasi', 'psikolog']"
"['mulut', 'terasa', 'pahit', 'gejala', 'penyakit', 'apa', 'berikut', 'daftarnya']"
"['daftar', 'tanggal', 'merah', 'cuti', 'bersama', 'mei', 'siap', 'siap', 'libur', 'panjang', 'awal', 'pekan']"
"['cek', 'sekolah', 'kedinasan', 'paling', 'diminati', 'kuliah', 'gratis', 'lulus', 'jadi']"
"['kedudukan', 'fungsi', 'konstitusi']"
"['uban', 'usia', 'muda', 'penyebab', 'solusi', 'tips', 'dokter', 'spesialis']"
"['ifca', 'gandeng', 'gapensi', 'latih', 'anggota', 'gunakan', 'perangkat']"
"['asteroid', 'sebesar', 'bus', 'sekolah', 'melintas', 'dekat', 'bumi', 'hari']"
"['bca', 'tertahan', 'awal', 'bank', 'harap', 'dorongan', 'kebijakan', 'pemerintah']"
"['posisi', 'tidur', 'anjing', 'artinya']"
"['cara', 'mencegah', 'stres', 'berlarut', 'salah', 'satunya', 'nikmati', 'time']"
"['ancol', 'targetkan', 'pengunjung', 'pekan', 'libur', 'lebaran']"
"['tingkatkan', 'akses', 'air', 'bersih', 'balikpapan', 'bakal', 'gandeng']"
"['siapkan', 'waktu', 'perjalanan', 'perbaikan', 'tol', 'padaleunyi', 'hingga', 'mei']"
"['kapan', 'perasaan', 'bahagia', 'paling', 'sering', 'muncul']"
"['panasonic', 'pastikan', 'terjadi', 'indonesia', 'manajemen', 'pabrik', 'basis', 'ekspor']"
"['tips', 'memilih', 'outfit', 'yoga', 'pilates', 'bukan', 'sekadar', 'modis']"
"['kevin', 'ray', 'mendoza', 'persib', 'lebih', 'baik', 'kancah', 'asia']"
"['rangkuman', 'hasil', 'wakil', 'indonesia', 'babak', 'besar', 'thailand', 'open']"
"['salah', 'transfer', 'bagaimana', 'cara', 'mengembalikan', 'uang', 'nasabah']"
"['syarat', 'penukaran', 'uang', 'baru', 'lebaran', 'kas', 'keliling', 'bank', 'indonesia']"
"['kualitas', 'air', 'citra', 'garden', 'city', 'extention', 'turun', 'pam', 'jaya', 'siapkan', 'rencana', 'aksi']"
"['tak', 'susu', 'menu', 'makan', 'bergizi', 'gratis', 'wamenkop', 'perlu', 'diberikan', 'susu', 'uht', 'bubuk']"
"['perempuan', 'salatiga', 'ditusuk', 'orang', 'tak', 'dikenal', 'naik', 'motor']"
"['mahfud', 'sebut', 'tni', 'jaga', 'kejaksaan', 'tak', 'sesuai']"
"['langkah', 'rumah', 'aman', 'ditinggal', 'mudik', 'lebaran']"
"['sealion', 'modifikasi', 'bodykit', 'thailand', 'mobil', 'listrik']"
"['tanda', 'anjing', 'mati', 'bikin', 'sedih']"
"['tempat', 'wisata', 'nganjuk', 'bukit', 'hingga', 'air', 'terjun', 'cocok', 'dikunjungi', 'mudik']"
"['banyak', 'peserta', 'tereliminasi', 'usai', 'standing', 'ovation', 'anang', 'apa', 'enggak', 'perlu', 'berdiri']"
"['rincian', 'tarif', 'listrik', 'subsidi', 'non', 'subsidi', 'per', 'mei', 'berlaku', 'tiap']"
"['mau', 'menyebrang', 'naik', 'kapal', 'pulau', 'samosir', 'segini', 'harga', 'tiketnya']"
"['rahasia', 'bulu', 'oranye', 'kucing', 'akhirnya', 'terungkap', 'tahun']"
"['harga', 'tanah', 'ikn', 'super', 'miring', 'kesempatan', 'investasi', 'meroket']"
"['update', 'terbaru', 'pembangunan', 'jembatan', 'bailey', 'menuju', 'ikn']"
"['mensos', 'sebut', 'lulusan', 'sekolah', 'rakyat', 'beasiswa', 'kuliah']"
"['profesi', 'manajer', 'artis', 'peluang', 'karier', 'industri', 'kreatif']"
"['efek', 'samping', 'vaksin', 'bill', 'gates', 'kepala', 'bpom', 'demam', 'membahayakan', 'jiwa']"
"['kapolda', 'sumut', 'janji', 'transparansi', 'usut', 'kasus', 'tewasnya', 'remaja', 'ditembak', 'kapolres', 'belawan']"
"['mengenal', 'tusuk', 'sate', 'pedas', 'china', 'camilan', 'nol', 'kalori', 'diet']"
"['penyakit', 'epilepsi', 'apa', 'berikut', 'penjelasannya']"
"['bencana', 'alam', 'bikin', 'kebiasaan', 'merokok', 'meningkat', 'apa', 'solusinya']"
"['nikita', 'mirzani', 'berpeluang', 'bebas', 'berkas', 'tak', 'hingga', 'juni']"
"['jangan', 'anggap', 'sepele', 'alasan', 'punya', 'kotoran', 'telinga']"
"['masyarakat', 'diimbau', 'berani', 'laporkan', 'aksi', 'premanisme', 'berkedok', 'ormas', 'polisi']"
"['pendaki', 'temukan', 'harta', 'karun', 'senilai', 'miliar', 'ceko', 'diduga', 'berasal']"
"['makna', 'semboyan', 'indische', 'partij']"
"['wni', 'ditangkap', 'arab', 'saudi', 'diduga', 'terlibat', 'praktik', 'haji', 'ilegal']"
"['ormas', 'bojongsari', 'meresahkan', 'sering', 'minta', 'uang', 'keamanan', 'pedagang']"
"['perawatan', 'fisik', 'bahasa', 'cinta', 'bantu', 'tumbuh', 'kembang', 'anak']"
"['efek', 'samping', 'teh', 'detoks', 'apa', 'diwaspadai', 'mengonsumsinya']"
"['syarat', 'hewan', 'kurban', 'idul', 'adha', 'apa', 'perlu', 'dipenuhi']"
"['beberapa', 'wilayah', 'kalteng', 'mulai', 'diterpa', 'karhutla', 'minta', 'pemda', 'tingkatkan', 'kesiapsiagaan']"
"['cara', 'nonton', 'air', 'mancur', 'menari', 'monas', 'catat', 'lokasinya']"
"['pembelaan', 'ketua', 'umum', 'usai', 'anggotanya', 'ditangkap', 'pungli']"
"['personel', 'satgas', 'operasi', 'damai', 'cartenz', 'gugur', 'baku', 'tembak', 'dinaikkan', 'pangkat', 'anumerta']"
"['penyebab', 'kucing', 'nafsu', 'makan', 'cara', 'mengatasinya']"
"['penyelidik', 'ungkap', 'sprinlidik', 'kasus', 'harun', 'masiku', 'bocor', 'dipamerkan', 'kader', 'pdi', 'talk', 'show']"
"['proyek', 'tol', 'bawah', 'laut', 'ikn', 'dilirik', 'korea']"
"['oppo', 'meluncur', 'chip', 'berbeda']"
"['pilih', 'konsep', 'pernikahan', 'sesuai', 'karakter', 'jangan', 'asal', 'ikut', 'tren']"
"['revitalisasi', 'tangsel', 'diprotes', 'kepala', 'sekolah', 'klaim', 'ikuti', 'prosedur']"
"['tanaman', 'sayur', 'ditanam', 'ruangan']"
"['hotel', 'keluarga', 'dekat', 'candi', 'borobudur', 'mulai']"
"['cari', 'foto', 'link', 'saluran', 'whatsapp', 'bakal', 'makin', 'mudah']"
"['ashanty', 'bagikan', 'pengalaman', 'puasa', 'jam', 'kata', 'dokter']"
"['rencana', 'uji', 'coba', 'vaksin', 'indonesia', 'mendapat', 'penolakan', 'warganet']"
"['anak', 'jadi', 'korban', 'begal', 'usai', 'ikut', 'konvoi', 'persib', 'bandung', 'pelaku', 'todongkan', 'airsoft', 'gun']"
"['bos', 'sugar', 'group', 'dilaporkan', 'terkait', 'kasus', 'suap', 'zarof', 'ricar']"
"['kulkas', 'dicolokkan', 'kabel', 'ekstensi']"
"['tempat', 'terbaik', 'memasang', 'karpet', 'rumah', 'feng', 'shui']"
"['buah', 'perlu', 'dikupas', 'kulitnya', 'dimakan']"
"['pemulangan', 'jenazah', 'tki', 'telantar', 'lebih', 'hari', 'pemprov', 'jambi', 'janji', 'bantu']"
"['orang', 'pendaki', 'kena', 'blacklist', 'balai', 'gunung', 'rinjani', 'tinggalkan', 'sampah']"
"['respons', 'keluhan', 'warga', 'pemkot', 'semarang', 'kebut', 'perbaikan', 'kontainer', 'truk', 'sampah']"
"['kombinasi', 'terbaik', 'membakar', 'lemak', 'perut', 'angkat', 'beban', 'dulu', 'baru', 'kardio']"
"['kisah', 'tiga', 'mahasiswa', 'penyandang', 'autisme', 'kuliah', 'ugm']"
"['kode', 'walk', 'bandara', 'international', 'nusantara', 'dikelola', 'ditjen', 'hubud']"
"['atlet', 'sports', 'indonesia', 'jadi', 'wakil', 'milan', 'turnamen', 'efootball', 'dunia']"
"['bpom', 'ikut', 'awasi', 'bahan', 'baku', 'buntut', 'keracunan', 'bogor']"
"['warga', 'bantu', 'tni', 'musnahkan', 'amunisi', 'dedi', 'mulyadi', 'bukan', 'ranah', 'sipil']"
"['importir', 'ton', 'sianida', 'ilegal', 'ditahan', 'bareskrim']"
"['diego', 'yanuar', 'maraton', 'gurun', 'sahara', 'pakai', 'sandal', 'apa', 'persiapannya']"
"['penyakit', 'dipicu', 'efek', 'rumah', 'kaca', 'perubahan', 'iklim']"
"['hasil', 'liverpool', 'tottenham', 'the', 'reds', 'juara', 'premier', 'league']"
"['syarat', 'link', 'cara', 'daftar', 'ots', 'antrean', 'pasar', 'jaya', 'sembako', 'murah']"
"['sakit', 'punggung', 'wanita', 'penyebab', 'cara', 'mengatasinya']"
"['tanggul', 'sungai', 'tuntang', 'jebol', 'titik', 'banjir', 'meluas', 'demak']"
"['anak', 'berhadapan', 'hukum']"
"['diminta', 'prabowo', 'gus', 'ipul', 'dody', 'siap', 'sediakan', 'sarana', 'evakuasi', 'warga', 'gaza']"
"['main', 'gadget', 'terlalu', 'lama', 'ganggu', 'kesehatan', 'mata', 'begini', 'solusinya']"
"['aroma', 'memicu', 'kenangan', 'kuat']"
"['mobil', 'terjebak', 'banjir', 'perumahan', 'kartika', 'cibitung']"
"['remaja', 'rusak', 'makam', 'sering', 'berperilaku', 'tak', 'lazim', 'polisi', 'periksa', 'kejiwaannya']"
"['konklaf', 'dimulai', 'hari', 'berikut', 'kardinal', 'terkuat', 'calon', 'paus', 'baru']"
"['dibekukan', 'indonesia', 'worldcoin', 'lebih', 'dulu', 'bermasalah', 'spanyol']"
"['deretan', 'bisnis', 'makanan', 'king', 'abdi', 'telur', 'dadar', 'hingga', 'bakso']"
"['harga', 'emas', 'hari', 'mei', 'antam', 'ubs', 'galeri', 'naik']"
"['kunci', 'rumah', 'buruh', 'diserahkan', 'paralel', 'tersebar', 'empat', 'titik']"
"['trik', 'nikita', 'willy', 'issa', 'tak', 'cemburu', 'adiknya', 'lahir', 'beri', 'kado', 'istimewa']"
"['maguwoharjo', 'titik', 'nol', 'demo', 'ojol', 'jogja', 'dijaga', 'polisi', 'kendaraan', 'lapis', 'baja']"
"['tni', 'masuk', 'ranah', 'perguruan', 'tinggi', 'pakar', 'kampus', 'bebas', 'militer']"
"['bentuk', 'amal', 'jariyah', 'bulan', 'ramadhan', 'pahala', 'terus', 'mengalir']"
"['bantu', 'pelaku', 'umkm', 'pemkab', 'indramayu', 'terbitkan', 'nib']"
"['buka', 'sidang', 'parlemen', 'oki', 'puan', 'berkumpul', 'tengah', 'situasi', 'menyedihkan', 'gaza']"
"['kualitas', 'udara', 'jakarta', 'hari', 'sehat', 'kelompok', 'sensitif']"
"['cerita', 'darius', 'sinathrya', 'megan', 'domani', 'adu', 'akting', 'serial', 'sugar', 'daddy']"
"['teknologi', 'terbaru', 'kulit', 'lebih', 'kencang', 'bebas', 'lemak']"
"['viral', 'teks', 'dummy', 'lorem', 'ipsum', 'tugu', 'titik', 'nol', 'kilometer', 'ikn', 'kata', 'otorita']"
"['cara', 'restart', 'iphone', 'sentuh', 'layar', 'mudah', 'praktis']"
"['mabuk', 'usai', 'pesta', 'pernikahan', 'tiga', 'pria', 'tikam', 'remaja', 'hingga', 'tewas']"
"['link', 'juknis', 'jatim', 'sma', 'cek', 'jadwal', 'lengkap', 'semua', 'jalur']"
"['suami', 'jadi', 'makelar', 'situs', 'judi', 'online', 'darmawati', 'borong', 'iphone', 'hingga', 'tas', 'louis', 'vuitton']"
"['buruh', 'panasonic', 'indonesia', 'disebut', 'waswas', 'potensi']"
"['maxime', 'bouttier', 'luna', 'maya', 'kapan', 'waktu', 'tepat', 'melamar']"
"['kata', 'pulisic', 'usai', 'jadi', 'top', 'skor', 'milan', 'semua', 'kompetisi', 'musim']"
"['kaltim', 'miniatur', 'indonesia', 'tempat', 'ibu', 'kota', 'politik', 'ikn', 'berada']"
"['muncul', 'pusaran', 'angin', 'gunungkidul', 'musim', 'kemarau', 'penjelasan']"
